Original Institue Holdout and Pre-HoldOut,,,,,,,,,,,,,,,,,,,,,,,,
,accuracy,f1,precision,recall,balanced_ac,roc_auc,tn,fp,fn,tp,roc_curve,fold,,,,,,,,,,,,
,InstituteHold,7,Overall,0.80952381,0.696969697,0.772727273,"[0.0, 0.0, 0.0, 0.08333333333333333, 0.08333333333333333, 0.25, 0.25, 0.5, 0.5, 0.5833333333333334, 0.5833333333333334, 1.0]","[0.0, 0.047619047619047616, 0.42857142857142855, 0.42857142857142855, 0.6190476190476191, 0.6190476190476191, 0.7142857142857143, 0.7142857142857143, 0.9047619047619048, 0.9047619047619048, 1.0, 1.0]","[inf, 0.9994416832923889, 0.9708648324012756, 0.9646834135055542, 0.9578979015350342, 0.8949242830276489, 0.6865881085395813, 0.5718268156051636, 0.4212961792945862, 0.23599067330360413, 0.04919949918985367, 0.0016472970601171255]",17,6,6,4,PreHold,0.744318182,0.703703704,0.6,"[0.0, 0.0, 0.0, 0.0625, 0.0625, 0.25, 0.25, 0.4375, 0.4375, 0.5, 0.5, 0.5625, 0.5625, 1.0, 1.0]","[0.0, 0.09090909090909091, 0.45454545454545453, 0.45454545454545453, 0.5454545454545454, 0.5454545454545454, 0.6363636363636364, 0.6363636363636364, 0.7272727272727273, 0.7272727272727273, 0.8181818181818182, 0.8181818181818182, 0.9090909090909091, 0.9090909090909091, 1.0]","[inf, 0.9997494220733643, 0.8103051781654358, 0.801863431930542, 0.7841035723686218, 0.48063743114471436, 0.414733350276947, 0.20372547209262848, 0.1766277253627777, 0.16866447031497955, 0.1310039609670639, 0.1018216460943222, 0.06014212965965271, 0.007993930950760841, 0.004449945874512196]",6,13,3,5
,InstituteHold,8,Screen,0.875,0.7,0.666666667,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9946413040161133, 0.9918142557144165, 0.9367696046829224, 0.7882785201072693, 0.7476785778999329, 0.23588433861732483, 0.0016915018204599619]",3,4,2,1,PreHold,0.666666667,0.666666667,0.727272727,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9973015785217285, 0.9868020415306091, 0.9279953241348267, 0.6959791779518127, 0.24669429659843445, 0.07083380222320557, 0.03463767468929291]",4,2,1,2
,InstituteHold,8,Day 0,0.866666667,0.875,0.857142857,"[0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.3333333333333333, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9665666818618774, 0.9522580504417419, 0.5196427702903748, 0.003927880432456732]",3,4,1,0,PreHold,0.571428571,0.555555556,0.666666667,"[0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.14285714285714285, 0.14285714285714285, 1.0, 1.0]","[inf, 0.9996212720870972, 0.9969313144683838, 0.040126509964466095, 0.02603723853826523]",4,1,1,3
,InstituteHold,8,Adj Wk 1,1,1,1,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9990523457527161, 0.9472859501838684, 0.0013753781095147133]",3,3,0,0,PreHold,0.666666667,0.714285714,0.75,"[0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.25, 0.25, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9956653118133545, 0.9915522933006287, 0.8101602792739868, 0.035087477415800095, 0.0218303594738245, 0.004322854336351156]",3,2,1,1
,InstituteHold,8,Overall,0.914285714,0.833333333,0.818181818,"[0.0, 0.0, 0.0, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285, 0.14285714285714285, 0.21428571428571427, 0.21428571428571427, 1.0]","[0.0, 0.1, 0.5, 0.5, 0.6, 0.6, 0.7, 0.7, 1.0, 1.0]","[inf, 0.9990523457527161, 0.9665666818618774, 0.9522580504417419, 0.9472859501838684, 0.9367696046829224, 0.7882785201072693, 0.7476785778999329, 0.23588433861732483, 0.0013753781095147133]",9,11,3,1,PreHold,0.661764706,0.64,0.709677419,"[0.0, 0.0, 0.0, 0.125, 0.125, 0.25, 0.25, 0.375, 0.375, 0.5, 0.5, 0.875, 0.875, 1.0]","[0.0, 0.058823529411764705, 0.11764705882352941, 0.11764705882352941, 0.17647058823529413, 0.17647058823529413, 0.47058823529411764, 0.47058823529411764, 0.7058823529411765, 0.7058823529411765, 0.9411764705882353, 0.9411764705882353, 1.0, 1.0]","[inf, 0.9996212720870972, 0.9973015785217285, 0.9969313144683838, 0.9956653118133545, 0.9915522933006287, 0.9417857527732849, 0.9279953241348267, 0.4105486571788788, 0.24669429659843445, 0.040126509964466095, 0.02603723853826523, 0.0218303594738245, 0.004322854336351156]",11,5,3,6
,InstituteHold,9,Screen,1,1,1,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.966685950756073, 0.9323355555534363, 0.0003052112297154963]",3,6,0,0,PreHold,0.541666667,0.6,0.6,"[0.0, 0.0, 0.0, 0.25, 0.25, 0.75, 0.75, 1.0, 1.0]","[0.0, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 0.8333333333333334, 0.8333333333333334, 1.0]","[inf, 0.9967603087425232, 0.9420631527900696, 0.9400895237922668, 0.9117634296417236, 0.2697208821773529, 0.00934944674372673, 0.002975931391119957, 0.0022583240643143654]",3,3,1,3
,InstituteHold,9,Day 0,0.933333333,0.75,0.666666667,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9900006055831909, 0.982262134552002, 0.923774003982544, 0.4885023832321167, 0.009236124344170094]",2,4,1,1,PreHold,0.416666667,0.5,0.545454545,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0, 1.0]","[0.0, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 1.0]","[inf, 0.9827175140380859, 0.9575256705284119, 0.64540034532547, 0.5813658833503723, 0.011250866577029228, 0.0008629006333649158]",3,2,2,3
,InstituteHold,9,Adj Wk 1,1,0.857142857,0.8,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9995253682136536, 0.2615550458431244, 0.0030732867307960987]",2,4,0,1,PreHold,0.666666667,0.6,0.5,"[0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.3333333333333333, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9997546076774597, 0.14011287689208984, 0.002888042014092207, 0.0024986914359033108]",1,2,0,2
,InstituteHold,9,Overall,0.985185185,0.875,0.823529412,"[0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 1.0]","[0.0, 0.1111111111111111, 0.7777777777777778, 0.7777777777777778, 1.0, 1.0]","[inf, 0.9995253682136536, 0.9323355555534363, 0.923774003982544, 0.2615550458431244, 0.0003052112297154963]",7,14,1,2,PreHold,0.506666667,0.56,0.56,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.3, 0.3, 0.7, 0.7, 0.8, 0.8, 0.9, 0.9, 1.0, 1.0]","[0.0, 0.06666666666666667, 0.3333333333333333, 0.3333333333333333, 0.4, 0.4, 0.4666666666666667, 0.4666666666666667, 0.6, 0.6, 0.7333333333333333, 0.7333333333333333, 0.8, 0.8, 1.0]","[inf, 0.9997546076774597, 0.9420631527900696, 0.9160483479499817, 0.9117634296417236, 0.64540034532547, 0.5813658833503723, 0.14011287689208984, 0.012942787259817123, 0.011250866577029228, 0.00731622613966465, 0.002975931391119957, 0.002888042014092207, 0.0024986914359033108, 0.0008629006333649158]",7,7,3,8
,InstituteHold,10,Screen,0.888888889,0.75,0.769230769,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.16666666666666666, 0.5, 0.5, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.996216356754303, 0.9763307571411133, 0.9151605367660522, 0.6176314353942871, 0.6151105761528015, 0.2582603693008423, 0.0006449017091654241]",5,4,2,1,PreHold,0.833333333,0.7,0.727272727,"[0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.25, 0.25, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9988500475883484, 0.9964404106140137, 0.7945969700813293, 0.7736978530883789, 0.6513705849647522, 0.00018066869233734906]",4,3,3,0
,InstituteHold,10,Day 0,0.933333333,0.909090909,0.909090909,"[0.0, 0.0, 0.0, 0.4, 0.4, 1.0]","[0.0, 0.16666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9906852841377258, 0.6736656427383423, 0.12964440882205963, 0.11615786701440811, 0.002335762372240424]",5,5,0,1,PreHold,0.8,0.666666667,0.666666667,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.6, 0.6, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9995955228805542, 0.9846454858779907, 0.967985212802887, 0.9538257718086243, 0.009940586984157562, 0.00357062672264874, 0.00028981739887967706]",3,3,2,1
,InstituteHold,10,Adj Wk 1,0.9375,0.875,0.857142857,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.25, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9987061619758606, 0.8593601584434509, 0.464982271194458, 0.09409080445766449, 0.00104861194267869]",3,4,0,1,PreHold,1,0.857142857,0.8,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9985525012016296, 0.4131084978580475, 0.0001963164540939033]",2,4,0,1
,InstituteHold,10,Overall,0.916666667,0.838709677,0.838709677,"[0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 0.2, 0.2, 0.3333333333333333, 0.3333333333333333, 0.4, 0.4, 1.0]","[0.0, 0.0625, 0.4375, 0.4375, 0.8125, 0.8125, 0.875, 0.875, 0.9375, 0.9375, 1.0, 1.0]","[inf, 0.9987061619758606, 0.9763307571411133, 0.9151605367660522, 0.6176314353942871, 0.464982271194458, 0.2582603693008423, 0.12964440882205963, 0.11615786701440811, 0.10057814419269562, 0.09409080445766449, 0.0006449017091654241]",13,13,2,3,PreHold,0.848484848,0.730769231,0.72,"[0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333, 0.2, 0.2, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.09090909090909091, 0.2727272727272727, 0.2727272727272727, 0.5454545454545454, 0.5454545454545454, 0.7272727272727273, 0.7272727272727273, 0.8181818181818182, 0.8181818181818182, 0.9090909090909091, 0.9090909090909091, 1.0, 1.0]","[inf, 0.9995955228805542, 0.9985525012016296, 0.9964404106140137, 0.9846454858779907, 0.967985212802887, 0.7945969700813293, 0.7736978530883789, 0.6513705849647522, 0.5745126605033875, 0.4131084978580475, 0.009940586984157562, 0.00357062672264874, 0.00018066869233734906]",9,10,5,2
,InstituteHold,11,Screen,0.933333333,0.909090909,0.923076923,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.16666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9969906806945801, 0.9246983528137207, 0.9176678657531738, 0.8054280281066895, 0.006158432457596064]",6,4,1,0,PreHold,0.875,0.7,0.727272727,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9998351335525513, 0.997005045413971, 0.9807010889053345, 0.9596909284591675, 0.9408085346221924, 0.9204563498497009, 0.00801460538059473]",4,3,3,0
,InstituteHold,11,Day 0,0.833333333,0.8,0.833333333,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0, 1.0]","[inf, 0.989636242389679, 0.9796069264411926, 0.9490684866905212, 0.441250205039978, 0.042237766087055206]",5,3,1,1,PreHold,1,0.8,0.8,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.25, 1.0, 1.0]","[inf, 0.9996209740638733, 0.8044809103012085, 0.01989012211561203]",4,4,2,0
,InstituteHold,11,Adj Wk 1,0.933333333,0.875,0.888888889,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.999458372592926, 0.8996545076370239, 0.1616763025522232, 0.14335031807422638, 0.0030618237797170877]",4,3,0,1,PreHold,1,0.833333333,0.8,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.5, 1.0, 1.0]","[inf, 0.9959930777549744, 0.9899688959121704, 0.01610831543803215]",2,3,1,0
,InstituteHold,11,Overall,0.897058824,0.862068966,0.882352941,"[0.0, 0.0, 0.0, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.16666666666666666, 0.25, 0.25, 0.4166666666666667, 0.4166666666666667, 1.0]","[0.0, 0.058823529411764705, 0.4117647058823529, 0.4117647058823529, 0.5882352941176471, 0.5882352941176471, 0.8823529411764706, 0.8823529411764706, 0.9411764705882353, 0.9411764705882353, 1.0, 1.0]","[inf, 0.999458372592926, 0.9796069264411926, 0.9490684866905212, 0.9246208071708679, 0.9176678657531738, 0.8054280281066895, 0.49982133507728577, 0.441250205039978, 0.1616763025522232, 0.14335031807422638, 0.0030618237797170877]",15,10,2,2,PreHold,0.95625,0.769230769,0.769230769,"[0.0, 0.0, 0.0, 0.0625, 0.0625, 0.125, 0.125, 0.1875, 0.1875, 1.0]","[0.0, 0.1, 0.6, 0.6, 0.8, 0.8, 0.9, 0.9, 1.0, 1.0]","[inf, 0.9998351335525513, 0.9899688959121704, 0.9807010889053345, 0.9596909284591675, 0.9408085346221924, 0.9204563498497009, 0.9034383296966553, 0.8044809103012085, 0.00801460538059473]",10,10,6,0
,InstituteHold,12,Screen,0.976190476,0.923076923,0.923076923,"[0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 1.0]","[0.0, 0.16666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9963479042053223, 0.8703234791755676, 0.7034456729888916, 0.6311187744140625, 0.0006856929394416511]",6,6,1,0,PreHold,0.52,0.5,0.444444444,"[0.0, 0.0, 0.4, 0.4, 0.6, 0.6, 0.8, 0.8, 1.0]","[0.0, 0.2, 0.2, 0.4, 0.4, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9990190267562866, 0.977104127407074, 0.5084186792373657, 0.43070995807647705, 0.21212813258171082, 0.013286742381751537, 0.008305272087454796, 0.004392573609948158]",2,3,2,3
,InstituteHold,12,Day 0,0.888888889,0.75,0.769230769,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.16666666666666666, 0.5, 0.5, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.998715877532959, 0.989272952079773, 0.9626809358596802, 0.8626788854598999, 0.6468254923820496, 0.10932688415050507, 0.0007719979621469975]",5,4,2,1,PreHold,0.4,0.285714286,0.285714286,"[0.0, 0.0, 0.5, 0.5, 1.0, 1.0]","[0.0, 0.2, 0.2, 0.6, 0.6, 1.0]","[inf, 0.999519944190979, 0.5441719889640808, 0.049500856548547745, 0.019481129944324493, 0.0035679172724485397]",1,1,1,4
,InstituteHold,12,Adj Wk 1,0.9375,0.875,0.857142857,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.25, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9974168539047241, 0.9687215089797974, 0.2563929855823517, 0.0958971381187439, 0.0014665934722870588]",3,4,0,1,PreHold,0.333333333,0.285714286,0.285714286,"[0.0, 0.0, 1.0, 1.0]","[0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[inf, 0.9977755546569824, 0.45757436752319336, 0.010446304455399513]",1,1,3,2
,InstituteHold,12,Overall,0.930147059,0.848484848,0.848484848,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.17647058823529413, 0.17647058823529413, 0.35294117647058826, 0.35294117647058826, 1.0]","[0.0, 0.0625, 0.5625, 0.5625, 0.8125, 0.8125, 0.875, 0.875, 1.0, 1.0]","[inf, 0.998715877532959, 0.9650161862373352, 0.9626809358596802, 0.8626788854598999, 0.6468254923820496, 0.6311187744140625, 0.16913840174674988, 0.0958971381187439, 0.0006856929394416511]",14,14,3,2,PreHold,0.391608392,0.375,0.347826087,"[0.0, 0.0, 0.0, 0.5454545454545454, 0.5454545454545454, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091, 0.9090909090909091, 1.0, 1.0]","[0.0, 0.07692307692307693, 0.23076923076923078, 0.23076923076923078, 0.3076923076923077, 0.3076923076923077, 0.6923076923076923, 0.6923076923076923, 0.9230769230769231, 0.9230769230769231, 1.0]","[inf, 0.999519944190979, 0.9977755546569824, 0.5332282781600952, 0.5084186792373657, 0.43070995807647705, 0.049500856548547745, 0.013286742381751537, 0.00705344183370471, 0.004392573609948158, 0.0035679172724485397]",4,5,6,9
,InstituteHold,13,Screen,0.892857143,0.666666667,0.615384615,"[0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 1.0]","[0.0, 0.125, 0.25, 0.25, 1.0, 1.0]","[inf, 0.7886732220649719, 0.7782766819000244, 0.6923056840896606, 0.3575625419616699, 0.20651745796203613]",4,6,1,4,PreHold,0.777777778,0.777777778,0.666666667,"[0.0, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9017853736877441, 0.8698874711990356, 0.2102394998073578, 0.20814722776412964, 0.05317729339003563]",2,5,1,1
,InstituteHold,13,Day 0,0.625,0.642857143,0.666666667,"[0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 1.0, 1.0]","[0.0, 0.0, 0.5, 0.5, 0.625, 0.625, 0.875, 0.875, 1.0]","[inf, 0.866621196269989, 0.7031813859939575, 0.6732781529426575, 0.6369568705558777, 0.42007988691329956, 0.3587624728679657, 0.08396381884813309, 0.0647677332162857]",5,4,2,3,PreHold,0.833333333,0.7,0.571428571,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.5, 0.5, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9108350872993469, 0.8746318817138672, 0.6445883512496948, 0.4686340093612671, 0.21842341125011444, 0.09683052450418472, 0.011383111588656902]",2,5,1,2
,InstituteHold,13,Adj Wk 1,0.75,0.666666667,0.666666667,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0, 1.0]","[0.0, 0.2, 0.6, 0.6, 0.8, 0.8, 1.0]","[inf, 0.8514922857284546, 0.5480750203132629, 0.5329421758651733, 0.4892195761203766, 0.28205791115760803, 0.033606451004743576]",3,3,1,2,PreHold,0.933333333,0.75,0.666666667,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9377527236938477, 0.7947125434875488, 0.5391502380371094, 0.3519742488861084, 0.008950251154601574]",2,4,1,1
,InstituteHold,13,Overall,0.75070028,0.657894737,0.648648649,"[0.0, 0.058823529411764705, 0.058823529411764705, 0.17647058823529413, 0.17647058823529413, 0.23529411764705882, 0.23529411764705882, 0.29411764705882354, 0.29411764705882354, 1.0, 1.0]","[0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.5714285714285714, 0.5714285714285714, 0.6666666666666666, 0.6666666666666666, 0.9047619047619048, 0.9047619047619048, 1.0]","[inf, 0.866621196269989, 0.7031813859939575, 0.6732781529426575, 0.5388328433036804, 0.5329421758651733, 0.4221678674221039, 0.42007988691329956, 0.3575625419616699, 0.08396381884813309, 0.033606451004743576]",12,13,4,9,PreHold,0.847058824,0.740740741,0.631578947,"[0.0, 0.0, 0.0, 0.17647058823529413, 0.17647058823529413, 0.29411764705882354, 0.29411764705882354, 0.5294117647058824, 0.5294117647058824, 1.0]","[0.0, 0.1, 0.6, 0.6, 0.7, 0.7, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9377527236938477, 0.7947125434875488, 0.5391502380371094, 0.4686340093612671, 0.3922642469406128, 0.3519742488861084, 0.2102394998073578, 0.09683052450418472, 0.008950251154601574]",6,14,3,4
,InstituteHold,14,Screen,0.880952381,0.692307692,0.714285714,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.14285714285714285, 0.5714285714285714, 0.5714285714285714, 0.7142857142857143, 0.7142857142857143, 1.0, 1.0]","[inf, 0.9935442805290222, 0.9741126894950867, 0.958920419216156, 0.8628562092781067, 0.7226468920707703, 0.3339419364929199, 0.0010505213867872953]",5,4,2,2,PreHold,0.708333333,0.5,0.444444444,"[0.0, 0.0, 0.0, 0.5, 0.5, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9984335899353027, 0.9885584712028503, 0.8430651426315308, 0.4744552671909332, 0.3802475035190582, 0.22479140758514404, 0.0005741955246776342]",2,3,3,2
,InstituteHold,14,Day 0,0.857142857,0.75,0.769230769,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 1.0]","[0.0, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9776914119720459, 0.9751555919647217, 0.8972066044807434, 0.387280136346817, 0.10279130935668945, 0.09085304290056229, 0.0035449624992907047]",5,4,1,2,PreHold,0.933333333,0.625,0.666666667,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9846557378768921, 0.9670364856719971, 0.9667296409606934, 0.9419964551925659, 0.00038886486436240375]",3,2,3,0
,InstituteHold,14,Adj Wk 1,0.9,0.777777778,0.8,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9973191618919373, 0.8839138150215149, 0.13266435265541077, 0.03730287402868271, 0.001643857453018427]",4,3,1,1,PreHold,0.833333333,0.714285714,0.666666667,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9736464619636536, 0.9254492521286011, 0.4546518325805664, 0.2599509358406067, 0.0003440931614022702]",2,3,1,1
,InstituteHold,14,Overall,0.884210526,0.735294118,0.756756757,"[0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333, 0.26666666666666666, 0.26666666666666666, 0.4, 0.4, 1.0]","[0.0, 0.05263157894736842, 0.47368421052631576, 0.47368421052631576, 0.5263157894736842, 0.5263157894736842, 0.7368421052631579, 0.7368421052631579, 0.8947368421052632, 0.8947368421052632, 1.0, 1.0]","[inf, 0.9973191618919373, 0.9741126894950867, 0.958920419216156, 0.9589153528213501, 0.8972066044807434, 0.7958540916442871, 0.5812340378761292, 0.3339419364929199, 0.10279130935668945, 0.03730287402868271, 0.0010505213867872953]",14,11,4,5,PreHold,0.793333333,0.6,0.583333333,"[0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333, 0.4666666666666667, 0.4666666666666667, 0.6, 0.6, 1.0]","[0.0, 0.1, 0.3, 0.3, 0.5, 0.5, 0.7, 0.7, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9984335899353027, 0.9846557378768921, 0.9840467572212219, 0.9670364856719971, 0.9667296409606934, 0.9254492521286011, 0.6457781195640564, 0.4744552671909332, 0.3802475035190582, 0.22479140758514404, 0.0003440931614022702]",7,8,7,3
,InstituteHold,15,Screen,0.942857143,0.833333333,0.875,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.14285714285714285, 0.7142857142857143, 0.7142857142857143, 1.0, 1.0]","[inf, 0.9997223615646362, 0.9864694476127625, 0.9748556017875671, 0.9506134986877441, 0.0005144466413185]",7,3,2,0,PreHold,0.541666667,0.5,0.444444444,"[0.0, 0.0, 0.0, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0]","[0.0, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0]","[inf, 0.9999231696128845, 0.9998615980148315, 0.4103297293186188, 0.24159978330135345, 0.18623603880405426, 0.12597334384918213, 0.004608025774359703, 0.00023235788103193045]",2,3,1,4
