Original Institue Holdout and Pre-HoldOut,,,,,,,,,,,,,,,,,,,,,,,,
,accuracy,f1,precision,recall,balanced_ac,roc_auc,tn,fp,fn,tp,roc_curve,fold,,,,,,,,,,,,
,InstituteHold,37,Adj Wk 1,1,0.888888889,0.888888889,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.2, 1.0, 1.0]","[inf, 0.998193621635437, 0.3416365087032318, 0.007890173234045506]",4,4,0,1,PreHold,0.875,0.75,0.75,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.25, 0.75, 0.75, 1.0, 1.0]","[inf, 0.998651385307312, 0.7678426504135132, 0.2487553358078003, 0.15903730690479279, 0.010122844949364662]",3,3,1,1
,InstituteHold,37,Overall,0.962848297,0.888888889,0.894736842,"[0.0, 0.0, 0.0, 0.11764705882352941, 0.11764705882352941, 0.23529411764705882, 0.23529411764705882, 0.35294117647058826, 0.35294117647058826, 1.0]","[0.0, 0.05263157894736842, 0.8421052631578947, 0.8421052631578947, 0.8947368421052632, 0.8947368421052632, 0.9473684210526315, 0.9473684210526315, 1.0, 1.0]","[inf, 0.998193621635437, 0.68369060754776, 0.5500584840774536, 0.549655556678772, 0.3710818886756897, 0.3416365087032318, 0.2678431570529938, 0.16598796844482422, 0.003018569201231003]",17,15,2,2,PreHold,0.785714286,0.62962963,0.615384615,"[0.0, 0.0, 0.0, 0.3076923076923077, 0.3076923076923077, 0.5384615384615384, 0.5384615384615384, 0.6923076923076923, 0.6923076923076923, 0.8461538461538461, 0.8461538461538461, 1.0]","[0.0, 0.07142857142857142, 0.5714285714285714, 0.5714285714285714, 0.7857142857142857, 0.7857142857142857, 0.8571428571428571, 0.8571428571428571, 0.9285714285714286, 0.9285714285714286, 1.0, 1.0]","[inf, 0.998651385307312, 0.7365094423294067, 0.5272796154022217, 0.38599371910095215, 0.1982051283121109, 0.15903730690479279, 0.13149729371070862, 0.10936511307954788, 0.04768127202987671, 0.033852994441986084, 0.010122844949364662]",8,9,4,6
,InstituteHold,38,Screen,0.895833333,0.785714286,0.842105263,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.5, 0.5, 1.0]","[0.0, 0.125, 0.625, 0.625, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9960497617721558, 0.908434271812439, 0.8317093849182129, 0.7193077206611633, 0.6118040084838867, 0.5701481699943542, 0.023222744464874268]",8,3,3,0,PreHold,0.571428571,0.666666667,0.4,"[0.0, 0.14285714285714285, 0.14285714285714285, 0.7142857142857143, 0.7142857142857143, 1.0]","[0.0, 0.0, 0.5, 0.5, 1.0, 1.0]","[inf, 0.9958732724189758, 0.9883644580841064, 0.08275968581438065, 0.0615781731903553, 0.0019046050729230046]",1,5,2,1
,InstituteHold,38,Day 0,0.825,0.769230769,0.823529412,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 1.0]","[0.0, 0.125, 0.25, 0.25, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9957268238067627, 0.9870009422302246, 0.953129231929779, 0.7581462264060974, 0.7507636547088623, 0.2694026827812195, 0.022381633520126343]",7,3,2,1,PreHold,0.714285714,0.444444444,0.285714286,"[0.0, 0.0, 0.5714285714285714, 0.5714285714285714, 1.0]","[0.0, 0.5, 0.5, 1.0, 1.0]","[inf, 0.9979915618896484, 0.5086178779602051, 0.49047228693962097, 0.0033235789742320776]",1,3,4,1
,InstituteHold,38,Adj Wk 1,0.9,0.777777778,0.8,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.996242105960846, 0.8376500606536865, 0.30182239413261414, 0.04503757134079933, 0.019454631954431534]",4,3,1,1,PreHold,0.75,0.5,0.4,"[0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.5, 0.5, 1.0, 1.0]","[inf, 0.9930288195610046, 0.9213567972183228, 0.3887253701686859, 0.05773400142788887]",1,2,2,1
,InstituteHold,38,Overall,0.876190476,0.777777778,0.826086957,"[0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333, 0.2, 0.2, 0.3333333333333333, 0.3333333333333333, 0.4666666666666667, 0.4666666666666667, 0.6, 0.6, 1.0]","[0.0, 0.047619047619047616, 0.2857142857142857, 0.2857142857142857, 0.6190476190476191, 0.6190476190476191, 0.8095238095238095, 0.8095238095238095, 0.8571428571428571, 0.8571428571428571, 0.9047619047619048, 0.9047619047619048, 0.9523809523809523, 0.9523809523809523, 1.0, 1.0]","[inf, 0.996242105960846, 0.9810426235198975, 0.953129231929779, 0.8376500606536865, 0.8317093849182129, 0.7581462264060974, 0.7507636547088623, 0.7193077206611633, 0.6118040084838867, 0.5701481699943542, 0.30182239413261414, 0.2694026827812195, 0.09830169379711151, 0.04503757134079933, 0.019454631954431534]",19,9,6,2,PreHold,0.685185185,0.541666667,0.352941176,"[0.0, 0.0, 0.05555555555555555, 0.05555555555555555, 0.5, 0.5, 0.7777777777777778, 0.7777777777777778, 1.0]","[0.0, 0.16666666666666666, 0.16666666666666666, 0.5, 0.5, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9979915618896484, 0.9958732724189758, 0.9883644580841064, 0.49595704674720764, 0.3887253701686859, 0.072537861764431, 0.0615781731903553, 0.0019046050729230046]",3,10,8,3
,InstituteHold,39,Screen,0.8125,0.714285714,0.714285714,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0]","[0.0, 0.125, 0.375, 0.375, 0.875, 0.875, 1.0, 1.0]","[inf, 0.94620680809021, 0.8411827087402344, 0.7571840286254883, 0.30829015374183655, 0.14735642075538635, 0.11423173546791077, 0.06560727208852768]",5,5,1,3,PreHold,0.888888889,0.888888889,0.8,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9466197490692139, 0.9261339902877808, 0.2800251245498657, 0.1943591982126236, 0.033848803490400314]",2,6,0,1
,InstituteHold,39,Day 0,0.7,0.769230769,0.823529412,"[0.0, 0.2, 0.2, 0.4, 0.4, 0.6, 0.6, 1.0]","[0.0, 0.0, 0.625, 0.625, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9472343921661377, 0.7736172080039978, 0.6291290521621704, 0.5266706943511963, 0.40331289172172546, 0.25766506791114807, 0.025188999250531197]",7,3,2,1,PreHold,0.9,0.777777778,0.666666667,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.25, 0.5, 0.5, 1.0, 1.0]","[inf, 0.9846529364585876, 0.9269603490829468, 0.41131117939949036, 0.07332821935415268, 0.01470912341028452]",2,5,0,2
,InstituteHold,39,Adj Wk 1,0.8,0.875,0.888888889,"[0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0]","[inf, 0.9371524453163147, 0.7187567353248596, 0.13991981744766235, 0.012320678681135178]",4,3,0,1,PreHold,0.944444444,0.777777778,0.666666667,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9790773391723633, 0.9632980227470398, 0.6864017248153687, 0.3541489243507385, 0.0065284729935228825]",2,5,1,1
,InstituteHold,39,Overall,0.789115646,0.771428571,0.8,"[0.0, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285, 0.14285714285714285, 0.21428571428571427, 0.21428571428571427, 0.2857142857142857, 0.2857142857142857, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[0.0, 0.0, 0.5238095238095238, 0.5238095238095238, 0.6190476190476191, 0.6190476190476191, 0.7619047619047619, 0.7619047619047619, 0.9047619047619048, 0.9047619047619048, 0.9523809523809523, 0.9523809523809523, 1.0]","[inf, 0.9472343921661377, 0.7674357295036316, 0.7571840286254883, 0.7162110209465027, 0.6291290521621704, 0.5266706943511963, 0.40331289172172546, 0.25766506791114807, 0.12625490128993988, 0.11423173546791077, 0.025188999250531197, 0.012320678681135178]",16,11,3,5,PreHold,0.876470588,0.814814815,0.705882353,"[0.0, 0.0, 0.0, 0.17647058823529413, 0.17647058823529413, 0.35294117647058826, 0.35294117647058826, 0.5294117647058824, 0.5294117647058824, 1.0]","[0.0, 0.1, 0.6, 0.6, 0.8, 0.8, 0.9, 0.9, 1.0, 1.0]","[inf, 0.9846529364585876, 0.9261339902877808, 0.3941727578639984, 0.30275821685791016, 0.20711462199687958, 0.1943591982126236, 0.07464029639959335, 0.07332821935415268, 0.0065284729935228825]",6,16,1,4
,InstituteHold,40,Screen,1,0.785714286,0.823529412,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.14285714285714285, 1.0, 1.0]","[inf, 0.9966868758201599, 0.8807063102722168, 0.008737679570913315]",7,4,3,0,PreHold,0.625,0.6,0.333333333,"[0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 1.0]","[0.0, 0.0, 0.25, 0.25, 0.5, 0.5, 1.0, 1.0]","[inf, 0.8570761680603027, 0.5368247032165527, 0.3975653052330017, 0.2938448488712311, 0.0895872712135315, 0.07031472027301788, 0.0003405523020774126]",1,5,1,3
,InstituteHold,40,Day 0,0.952380952,0.769230769,0.8,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.14285714285714285, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9985573887825012, 0.9039829969406128, 0.5756059885025024, 0.4773569107055664, 0.014291495084762573]",6,4,2,1,PreHold,0.875,0.6,0.333333333,"[0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 1.0]","[0.0, 0.25, 0.25, 1.0, 1.0]","[inf, 0.7371891140937805, 0.7204506993293762, 0.10832945257425308, 0.0020772614516317844]",1,5,1,3
,InstituteHold,40,Adj Wk 1,0.8125,0.75,0.75,"[0.0, 0.0, 0.0, 0.25, 0.25, 0.5, 0.5, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9995570778846741, 0.9936927556991577, 0.7341712117195129, 0.5584282875061035, 0.21636039018630981, 0.14935201406478882, 0.004994484595954418]",3,3,1,1,PreHold,1,1,1,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9233385324478149, 0.7405129075050354, 0.0005029613967053592]",3,5,0,0
,InstituteHold,40,Overall,0.934640523,0.771428571,0.8,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.29411764705882354, 0.29411764705882354, 0.35294117647058826, 0.35294117647058826, 0.47058823529411764, 0.47058823529411764, 1.0]","[0.0, 0.05555555555555555, 0.7777777777777778, 0.7777777777777778, 0.8333333333333334, 0.8333333333333334, 0.8888888888888888, 0.8888888888888888, 0.9444444444444444, 0.9444444444444444, 1.0, 1.0]","[inf, 0.9995570778846741, 0.9039829969406128, 0.8978837728500366, 0.8807063102722168, 0.5756059885025024, 0.5584282875061035, 0.5569166541099548, 0.4773569107055664, 0.21636039018630981, 0.14935201406478882, 0.004994484595954418]",16,11,6,2,PreHold,0.860962567,0.714285714,0.555555556,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.11764705882352941, 0.17647058823529413, 0.17647058823529413, 0.29411764705882354, 0.29411764705882354, 1.0]","[0.0, 0.09090909090909091, 0.18181818181818182, 0.18181818181818182, 0.36363636363636365, 0.36363636363636365, 0.45454545454545453, 0.45454545454545453, 0.8181818181818182, 0.8181818181818182, 1.0, 1.0]","[inf, 0.9233385324478149, 0.916779637336731, 0.8570761680603027, 0.7371891140937805, 0.7204506993293762, 0.5368247032165527, 0.3975653052330017, 0.10832945257425308, 0.0895872712135315, 0.07031472027301788, 0.0003405523020774126]",5,15,2,6
,InstituteHold,41,Screen,0.95,0.846153846,0.875,"[0.0, 0.0, 0.0, 0.4, 0.4, 1.0]","[0.0, 0.125, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9856287240982056, 0.6747111082077026, 0.4632801413536072, 0.4280562996864319, 0.01362342108041048]",7,4,1,1,PreHold,0.444444444,0.6,0,"[0.0, 0.1111111111111111, 0.5555555555555556, 0.5555555555555556, 1.0]","[0.0, 0.0, 0.0, 1.0, 1.0]","[inf, 0.9731032848358154, 0.41693365573883057, 0.41504985094070435, 0.0015066677005961537]",0,6,3,1
,InstituteHold,41,Day 0,0.84375,0.833333333,0.875,"[0.0, 0.0, 0.0, 0.25, 0.25, 0.5, 0.5, 1.0]","[0.0, 0.125, 0.5, 0.5, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9767497777938843, 0.8266099691390991, 0.7582138776779175, 0.556955099105835, 0.28915658593177795, 0.19880464673042297, 0.014058317989110947]",7,3,1,1,PreHold,0.444444444,0.4,0,"[0.0, 0.1111111111111111, 0.5555555555555556, 0.5555555555555556, 1.0]","[0.0, 0.0, 0.0, 1.0, 1.0]","[inf, 0.9825022220611572, 0.570959210395813, 0.4728107750415802, 0.0009459499851800501]",0,4,5,1
,InstituteHold,41,Adj Wk 1,0.9,0.857142857,0.888888889,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9264708757400513, 0.7634350657463074, 0.23925644159317017, 0.06596091389656067, 0.02256445400416851]",4,2,0,1,PreHold,0.166666667,0.285714286,0,"[0.0, 0.16666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0]","[0.0, 0.0, 0.0, 1.0, 1.0]","[inf, 0.8260307908058167, 0.34814485907554626, 0.06900253891944885, 0.0009325185674242675]",0,2,4,1
,InstituteHold,41,Overall,0.917748918,0.84375,0.87804878,"[0.0, 0.0, 0.0, 0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.18181818181818182, 0.2727272727272727, 0.2727272727272727, 0.45454545454545453, 0.45454545454545453, 0.5454545454545454, 0.5454545454545454, 1.0]","[0.0, 0.047619047619047616, 0.6666666666666666, 0.6666666666666666, 0.8095238095238095, 0.8095238095238095, 0.8571428571428571, 0.8571428571428571, 0.9047619047619048, 0.9047619047619048, 0.9523809523809523, 0.9523809523809523, 1.0, 1.0]","[inf, 0.9856287240982056, 0.7634350657463074, 0.7582138776779175, 0.6242343187332153, 0.6203436255455017, 0.556955099105835, 0.4632801413536072, 0.4280562996864319, 0.23925644159317017, 0.19880464673042297, 0.11631365865468979, 0.06596091389656067, 0.01362342108041048]",18,9,2,3,PreHold,0.388888889,0.444444444,0,"[0.0, 0.041666666666666664, 0.5, 0.5, 0.5833333333333334, 0.5833333333333334, 0.75, 0.75, 1.0]","[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9825022220611572, 0.570959210395813, 0.4728107750415802, 0.41693365573883057, 0.41504985094070435, 0.1826760619878769, 0.06900253891944885, 0.0009325185674242675]",0,12,12,3
,InstituteHold,42,Screen,0.885714286,0.75,0.823529412,"[0.0, 0.0, 0.0, 0.4, 0.4, 1.0]","[0.0, 0.14285714285714285, 0.7142857142857143, 0.7142857142857143, 1.0, 1.0]","[inf, 0.9885511994361877, 0.8428117632865906, 0.6728510856628418, 0.6052604913711548, 0.014873703941702843]",7,2,3,0,PreHold,0.952380952,0.9,0.8,"[0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9918116331100464, 0.9439241886138916, 0.3400672674179077, 0.1813959777355194, 0.0010974649339914322]",2,7,0,1
,InstituteHold,42,Day 0,0.8,0.666666667,0.714285714,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 0.6, 0.6, 1.0]","[0.0, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.7142857142857143, 0.7142857142857143, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9890216588973999, 0.9464861154556274, 0.857863187789917, 0.8081821203231812, 0.6320183873176575, 0.3447352945804596, 0.29135531187057495, 0.22754502296447754, 0.011753191240131855]",5,3,2,2,PreHold,0.944444444,0.777777778,0.666666667,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9973079562187195, 0.8974377512931824, 0.7014239430427551, 0.23335319757461548, 0.003959242720156908]",2,5,1,1
,InstituteHold,42,Adj Wk 1,0.866666667,0.875,0.888888889,"[0.0, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9979066252708435, 0.6320331692695618, 0.39215320348739624, 0.19576764106750488, 0.031291522085666656]",4,3,0,1,PreHold,1,0.857142857,0.666666667,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.5, 1.0, 1.0]","[inf, 0.9990729689598083, 0.30142101645469666, 0.0025757362600415945]",1,5,0,1
,InstituteHold,42,Overall,0.846153846,0.75,0.8,"[0.0, 0.0, 0.0, 0.07692307692307693, 0.07692307692307693, 0.15384615384615385, 0.15384615384615385, 0.23076923076923078, 0.23076923076923078, 0.3076923076923077, 0.3076923076923077, 0.5384615384615384, 0.5384615384615384, 0.6153846153846154, 0.6153846153846154, 1.0]","[0.0, 0.05263157894736842, 0.47368421052631576, 0.47368421052631576, 0.631578947368421, 0.631578947368421, 0.6842105263157895, 0.6842105263157895, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.8421052631578947, 0.8947368421052632, 0.8947368421052632, 1.0, 1.0]","[inf, 0.9979066252708435, 0.895162045955658, 0.857863187789917, 0.837030291557312, 0.8341230154037476, 0.8081821203231812, 0.6728510856628418, 0.6320331692695618, 0.6320183873176575, 0.6052604913711548, 0.39215320348739624, 0.3447352945804596, 0.29135531187057495, 0.19576764106750488, 0.011753191240131855]",16,8,5,3,PreHold,0.944444444,0.846153846,0.714285714,"[0.0, 0.0, 0.0, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.2222222222222222, 1.0]","[0.0, 0.125, 0.625, 0.625, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9990729689598083, 0.8974377512931824, 0.3400672674179077, 0.23335319757461548, 0.19042611122131348, 0.1813959777355194, 0.0010974649339914322]",5,17,1,3
,InstituteHold,43,Screen,1,0.8,0.857142857,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.16666666666666666, 1.0, 1.0]","[inf, 0.9987519979476929, 0.8998963832855225, 0.005621584132313728]",6,2,2,0,PreHold,0.75,0.8,0.5,"[0.0, 0.125, 0.125, 0.375, 0.375, 1.0]","[0.0, 0.0, 0.5, 0.5, 1.0, 1.0]","[inf, 0.9654784202575684, 0.6571599245071411, 0.16245582699775696, 0.10534919053316116, 0.0001795292046153918]",1,7,1,1
,InstituteHold,43,Day 0,0.833333333,0.7,0.769230769,"[0.0, 0.0, 0.0, 0.25, 0.25, 0.5, 0.5, 1.0]","[0.0, 0.16666666666666666, 0.5, 0.5, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9994983077049255, 0.9825437068939209, 0.9253973364830017, 0.7976366281509399, 0.6522124409675598, 0.04304862394928932, 0.002429736079648137]",5,2,2,1,PreHold,0.833333333,0.875,0.8,"[0.0, 0.16666666666666666, 0.16666666666666666, 1.0]","[0.0, 0.0, 1.0, 1.0]","[inf, 0.9843398332595825, 0.9192911982536316, 0.0003296966024208814]",2,5,1,0
,InstituteHold,43,Adj Wk 1,0.666666667,0.6,0.666666667,"[0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0]","[inf, 0.999592661857605, 0.7500667572021484, 0.16974681615829468, 0.07196518033742905]",2,1,1,1,PreHold,1,0.777777778,0.666666667,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.5, 1.0, 1.0]","[inf, 0.9821688532829285, 0.9506761431694031, 0.00018211352289654315]",2,5,2,0
,InstituteHold,43,Overall,0.88,0.72,0.787878788,"[0.0, 0.0, 0.0, 0.1, 0.1, 0.2, 0.2, 0.6, 0.6, 1.0]","[0.0, 0.06666666666666667, 0.6, 0.6, 0.7333333333333333, 0.7333333333333333, 0.8666666666666667, 0.8666666666666667, 1.0, 1.0]","[inf, 0.999592661857605, 0.9794835448265076, 0.9253973364830017, 0.810551106929779, 0.7993503212928772, 0.7500667572021484, 0.16974681615829468, 0.04304862394928932, 0.002429736079648137]",13,5,5,2,PreHold,0.880952381,0.814814815,0.666666667,"[0.0, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 1.0]","[0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9843398332595825, 0.9671875238418579, 0.9654784202575684, 0.9192911982536316, 0.8730058073997498, 0.6571599245071411, 0.16245582699775696, 0.10534919053316116, 0.0001795292046153918]",5,17,4,1
,InstituteHold,44,Screen,1,0.769230769,0.8,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.16666666666666666, 1.0, 1.0]","[inf, 0.99891597032547, 0.8604117631912231, 0.0005590965738520026]",6,4,3,0,PreHold,0.888888889,0.666666667,0.666666667,"[0.0, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.16666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9977841973304749, 0.006790488958358765, 0.004957711789757013, 0.0027273932937532663, 0.0012560328468680382]",3,3,0,3
,InstituteHold,44,Day 0,0.9,0.909090909,0.909090909,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 1.0]","[0.0, 0.2, 0.4, 0.4, 1.0, 1.0]","[inf, 0.9995083808898926, 0.9746676683425903, 0.9610797762870789, 0.7819992303848267, 0.0031733261421322823]",5,5,1,0,PreHold,0.714285714,0.6,0.6,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[0.0, 0.14285714285714285, 0.5714285714285714, 0.5714285714285714, 0.7142857142857143, 0.7142857142857143, 0.8571428571428571, 0.8571428571428571, 1.0]","[inf, 0.9977237582206726, 0.16660530865192413, 0.005669086705893278, 0.004122009966522455, 0.0036216354928910732, 0.002418643794953823, 0.0007865734514780343, 0.0007683045696467161]",3,3,0,4
,InstituteHold,44,Adj Wk 1,1,0.857142857,0.857142857,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9997511506080627, 0.969582736492157, 0.0007295252871699631]",3,3,1,0,PreHold,0.7,0.714285714,0.75,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0, 1.0]","[0.0, 0.2, 0.6, 0.6, 0.8, 0.8, 1.0]","[inf, 0.9956689476966858, 0.5616839528083801, 0.1524270474910736, 0.005429424811154604, 0.0013212705962359905, 0.0009866843465715647]",3,2,0,2
,InstituteHold,44,Overall,0.974789916,0.838709677,0.848484848,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.11764705882352941, 1.0]","[0.0, 0.07142857142857142, 0.6428571428571429, 0.6428571428571429, 0.9285714285714286, 0.9285714285714286, 1.0, 1.0]","[inf, 0.9997511506080627, 0.969582736492157, 0.9610797762870789, 0.8604117631912231, 0.8349841833114624, 0.7819992303848267, 0.0005590965738520026]",14,12,5,0,PreHold,0.763888889,0.653846154,0.666666667,"[0.0, 0.0, 0.0, 0.125, 0.125, 0.375, 0.375, 0.5, 0.5, 0.625, 0.625, 0.875, 0.875, 1.0, 1.0]","[0.0, 0.05555555555555555, 0.5555555555555556, 0.5555555555555556, 0.6666666666666666, 0.6666666666666666, 0.7222222222222222, 0.7222222222222222, 0.7777777777777778, 0.7777777777777778, 0.8888888888888888, 0.8888888888888888, 0.9444444444444444, 0.9444444444444444, 1.0]","[inf, 0.9977841973304749, 0.16660530865192413, 0.1524270474910736, 0.006790488958358765, 0.005669086705893278, 0.005429424811154604, 0.004957711789757013, 0.004122009966522455, 0.0036216354928910732, 0.002418643794953823, 0.0012560328468680382, 0.0009866843465715647, 0.0007865734514780343, 0.0007683045696467161]",9,8,0,9
,InstituteHold,46,Screen,0.866666667,0.727272727,0.727272727,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.2, 0.4, 0.4, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9964243769645691, 0.9344097375869751, 0.905987560749054, 0.8381951451301575, 0.7312953472137451, 0.4271295964717865, 0.003143161069601774]",4,4,2,1,PreHold,0.944444444,0.777777778,0.75,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9878823757171631, 0.9554996490478516, 0.9468772411346436, 0.6801437139511108, 0.002053304575383663]",3,4,2,0
,InstituteHold,46,Day 0,0.9,0.777777778,0.8,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.25, 0.5, 0.5, 1.0, 1.0]","[inf, 0.9622836709022522, 0.9543678164482117, 0.8796228766441345, 0.8254421353340149, 0.0022896367590874434]",4,3,2,0,PreHold,0.666666667,0.6,0.5,"[0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.0, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9910598993301392, 0.8830470442771912, 0.8626893162727356, 0.05672554299235344, 0.021702397614717484, 0.0028717736713588238, 0.0007019367185421288]",2,4,2,2
,InstituteHold,46,Adj Wk 1,1,1,1,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.25, 1.0, 1.0]","[inf, 0.9993695020675659, 0.9406874775886536, 0.0024463078007102013]",4,3,0,0,PreHold,0.666666667,0.5,0,"[0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.0, 1.0, 1.0]","[inf, 0.9814125299453735, 0.003694189479574561, 0.0007051751017570496]",0,2,1,1
