Level,Type,Holdout Repeat,Visit,ROC_AUC,Accuracy,F1,FPR,TPR,Thresholds,tp,tn,fp,fn
sample,Institute,34,Screen,0.836734693877551,0.7142857142857143,0.75,"[0.0, 0.0, 0.0, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 1.0]","[0.0, 0.14285714285714285, 0.5714285714285714, 0.5714285714285714, 0.7142857142857143, 0.7142857142857143, 1.0, 1.0]","[inf, 0.9985730648040771, 0.922512948513031, 0.8525617122650146, 0.714847207069397, 0.652091920375824, 0.29893648624420166, 0.003054187633097172]",6,4,3,1
sample,Institute,34,Day 0,0.8095238095238095,0.8461538461538461,0.8571428571428571,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9367958903312683, 0.9152939319610596, 0.8945034146308899, 0.5986122488975525, 0.14282698929309845, 0.1398913413286209, 0.004840415436774492]",6,5,1,1
sample,Institute,34,Adj Wk 1,0.8500000000000001,0.7777777777777778,0.8,"[0.0, 0.0, 0.0, 0.75, 0.75, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.99773108959198, 0.8758164048194885, 0.056829120963811874, 0.05326686054468155, 0.004058544058352709]",4,3,1,1
sample,Institute,34,Overall,0.8544891640866873,0.7777777777777778,0.8,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.17647058823529413, 0.17647058823529413, 0.23529411764705882, 0.23529411764705882, 0.29411764705882354, 0.29411764705882354, 0.35294117647058826, 0.35294117647058826, 0.47058823529411764, 0.47058823529411764, 0.5882352941176471, 0.5882352941176471, 1.0]","[0.0, 0.05263157894736842, 0.42105263157894735, 0.42105263157894735, 0.5263157894736842, 0.5263157894736842, 0.7368421052631579, 0.7368421052631579, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.8421052631578947, 0.8947368421052632, 0.8947368421052632, 0.9473684210526315, 0.9473684210526315, 1.0, 1.0]","[inf, 0.9985730648040771, 0.9152939319610596, 0.8945034146308899, 0.8758164048194885, 0.8525617122650146, 0.714847207069397, 0.652091920375824, 0.5986122488975525, 0.5528509616851807, 0.5063955783843994, 0.3506561517715454, 0.29893648624420166, 0.14282698929309845, 0.1398913413286209, 0.056829120963811874, 0.05326686054468155, 0.003054187633097172]",16,12,5,3
sample,Institute,35,Screen,0.9142857142857143,0.8333333333333334,0.875,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 1.0]","[0.0, 0.14285714285714285, 0.7142857142857143, 0.7142857142857143, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9994524717330933, 0.9953014850616455, 0.9869396090507507, 0.9592181444168091, 0.9034366607666016, 0.7679431438446045, 0.0007856192532926798]",7,3,2,0
sample,Institute,35,Day 0,0.96875,0.8333333333333334,0.875,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.125, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9998162388801575, 0.8471958637237549, 0.8420209288597107, 0.352084219455719, 0.026160741224884987]",7,3,1,1
sample,Institute,35,Adj Wk 1,1.0,0.8571428571428571,0.8571428571428571,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.25, 1.0, 1.0]","[inf, 0.9989858269691467, 0.1706438809633255, 0.0018968653166666627]",3,3,0,1
sample,Institute,35,Overall,0.9254385964912282,0.8387096774193549,0.8717948717948718,"[0.0, 0.0, 0.0, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.16666666666666666, 0.25, 0.25, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.05263157894736842, 0.5263157894736842, 0.5263157894736842, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.8421052631578947, 0.9473684210526315, 0.9473684210526315, 1.0, 1.0]","[inf, 0.9998162388801575, 0.9953014850616455, 0.9869396090507507, 0.9470183253288269, 0.9034366607666016, 0.8471958637237549, 0.8420209288597107, 0.352084219455719, 0.18204066157341003, 0.1706438809633255, 0.0007856192532926798]",17,9,3,2
sample,Institute,36,Screen,0.9523809523809524,0.7692307692307693,0.8,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.14285714285714285, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.995898962020874, 0.8811441659927368, 0.7802797555923462, 0.4685955047607422, 0.014037271961569786]",6,4,2,1
sample,Institute,36,Day 0,0.8571428571428572,0.75,0.8,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 1.0]","[0.0, 0.14285714285714285, 0.5714285714285714, 0.5714285714285714, 0.7142857142857143, 0.7142857142857143, 1.0, 1.0]","[inf, 0.9973335862159729, 0.9393277168273926, 0.9318498969078064, 0.8051693439483643, 0.6362917423248291, 0.15444695949554443, 0.007354504428803921]",6,3,2,1
sample,Institute,36,Adj Wk 1,0.75,0.7142857142857143,0.75,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9977701306343079, 0.9858975410461426, 0.8591612577438354, 0.81963711977005, 0.3515166640281677, 0.25322699546813965, 0.009935327805578709]",3,2,1,1
sample,Institute,36,Overall,0.8809523809523809,0.75,0.7894736842105263,"[0.0, 0.0, 0.0, 0.07142857142857142, 0.07142857142857142, 0.21428571428571427, 0.21428571428571427, 0.35714285714285715, 0.35714285714285715, 0.42857142857142855, 0.42857142857142855, 1.0]","[0.0, 0.05555555555555555, 0.5555555555555556, 0.5555555555555556, 0.6666666666666666, 0.6666666666666666, 0.7777777777777778, 0.7777777777777778, 0.8888888888888888, 0.8888888888888888, 1.0, 1.0]","[inf, 0.9977701306343079, 0.9393277168273926, 0.9318498969078064, 0.8811441659927368, 0.8347127437591553, 0.8051693439483643, 0.6362917423248291, 0.4685955047607422, 0.3515166640281677, 0.15444695949554443, 0.007354504428803921]",15,9,5,3
sample,Institute,37,Screen,0.979591836734694,0.9285714285714286,0.9333333333333333,"[0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 1.0]","[0.0, 0.14285714285714285, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9789993166923523, 0.7837166786193848, 0.5500584840774536, 0.549655556678772, 0.003018569201231003]",7,6,1,0
sample,Institute,37,Day 0,0.9523809523809524,0.8461538461538461,0.8571428571428571,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.14285714285714285, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9932869672775269, 0.68369060754776, 0.2896310091018677, 0.16598796844482422, 0.0074099404737353325]",6,5,1,1
sample,Institute,37,Adj Wk 1,1.0,0.8888888888888888,0.8888888888888888,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.2, 1.0, 1.0]","[inf, 0.998193621635437, 0.3416365087032318, 0.007890173234045506]",4,4,0,1
sample,Institute,37,Overall,0.9628482972136222,0.8888888888888888,0.8947368421052632,"[0.0, 0.0, 0.0, 0.11764705882352941, 0.11764705882352941, 0.23529411764705882, 0.23529411764705882, 0.35294117647058826, 0.35294117647058826, 1.0]","[0.0, 0.05263157894736842, 0.8421052631578947, 0.8421052631578947, 0.8947368421052632, 0.8947368421052632, 0.9473684210526315, 0.9473684210526315, 1.0, 1.0]","[inf, 0.998193621635437, 0.68369060754776, 0.5500584840774536, 0.549655556678772, 0.3710818886756897, 0.3416365087032318, 0.2678431570529938, 0.16598796844482422, 0.003018569201231003]",17,15,2,2
sample,Institute,38,Screen,0.8958333333333334,0.7857142857142857,0.8421052631578947,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.5, 0.5, 1.0]","[0.0, 0.125, 0.625, 0.625, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9960497617721558, 0.908434271812439, 0.8317093849182129, 0.7193077206611633, 0.6118040084838867, 0.5701481699943542, 0.023222744464874268]",8,3,3,0
sample,Institute,38,Day 0,0.825,0.7692307692307693,0.8235294117647058,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 1.0]","[0.0, 0.125, 0.25, 0.25, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9957268238067627, 0.9870009422302246, 0.953129231929779, 0.7581462264060974, 0.7507636547088623, 0.2694026827812195, 0.022381633520126343]",7,3,2,1
sample,Institute,38,Adj Wk 1,0.9,0.7777777777777778,0.8,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.996242105960846, 0.8376500606536865, 0.30182239413261414, 0.04503757134079933, 0.019454631954431534]",4,3,1,1
sample,Institute,38,Overall,0.8761904761904762,0.7777777777777778,0.8260869565217391,"[0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333, 0.2, 0.2, 0.3333333333333333, 0.3333333333333333, 0.4666666666666667, 0.4666666666666667, 0.6, 0.6, 1.0]","[0.0, 0.047619047619047616, 0.2857142857142857, 0.2857142857142857, 0.6190476190476191, 0.6190476190476191, 0.8095238095238095, 0.8095238095238095, 0.8571428571428571, 0.8571428571428571, 0.9047619047619048, 0.9047619047619048, 0.9523809523809523, 0.9523809523809523, 1.0, 1.0]","[inf, 0.996242105960846, 0.9810426235198975, 0.953129231929779, 0.8376500606536865, 0.8317093849182129, 0.7581462264060974, 0.7507636547088623, 0.7193077206611633, 0.6118040084838867, 0.5701481699943542, 0.30182239413261414, 0.2694026827812195, 0.09830169379711151, 0.04503757134079933, 0.019454631954431534]",19,9,6,2
sample,Institute,39,Screen,0.8125,0.7142857142857143,0.7142857142857143,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0]","[0.0, 0.125, 0.375, 0.375, 0.875, 0.875, 1.0, 1.0]","[inf, 0.94620680809021, 0.8411827087402344, 0.7571840286254883, 0.30829015374183655, 0.14735642075538635, 0.11423173546791077, 0.06560727208852768]",5,5,1,3
sample,Institute,39,Day 0,0.7,0.7692307692307693,0.8235294117647058,"[0.0, 0.2, 0.2, 0.4, 0.4, 0.6, 0.6, 1.0]","[0.0, 0.0, 0.625, 0.625, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9472343921661377, 0.7736172080039978, 0.6291290521621704, 0.5266706943511963, 0.40331289172172546, 0.25766506791114807, 0.025188999250531197]",7,3,2,1
sample,Institute,39,Adj Wk 1,0.8,0.875,0.8888888888888888,"[0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0]","[inf, 0.9371524453163147, 0.7187567353248596, 0.13991981744766235, 0.012320678681135178]",4,3,0,1
sample,Institute,39,Overall,0.7891156462585035,0.7714285714285715,0.8,"[0.0, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285, 0.14285714285714285, 0.21428571428571427, 0.21428571428571427, 0.2857142857142857, 0.2857142857142857, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[0.0, 0.0, 0.5238095238095238, 0.5238095238095238, 0.6190476190476191, 0.6190476190476191, 0.7619047619047619, 0.7619047619047619, 0.9047619047619048, 0.9047619047619048, 0.9523809523809523, 0.9523809523809523, 1.0]","[inf, 0.9472343921661377, 0.7674357295036316, 0.7571840286254883, 0.7162110209465027, 0.6291290521621704, 0.5266706943511963, 0.40331289172172546, 0.25766506791114807, 0.12625490128993988, 0.11423173546791077, 0.025188999250531197, 0.012320678681135178]",16,11,3,5
sample,Institute,40,Screen,1.0,0.7857142857142857,0.8235294117647058,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.14285714285714285, 1.0, 1.0]","[inf, 0.9966868758201599, 0.8807063102722168, 0.008737679570913315]",7,4,3,0
sample,Institute,40,Day 0,0.9523809523809524,0.7692307692307693,0.8,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.14285714285714285, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9985573887825012, 0.9039829969406128, 0.5756059885025024, 0.4773569107055664, 0.014291495084762573]",6,4,2,1
sample,Institute,40,Adj Wk 1,0.8125,0.75,0.75,"[0.0, 0.0, 0.0, 0.25, 0.25, 0.5, 0.5, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9995570778846741, 0.9936927556991577, 0.7341712117195129, 0.5584282875061035, 0.21636039018630981, 0.14935201406478882, 0.004994484595954418]",3,3,1,1
sample,Institute,40,Overall,0.934640522875817,0.7714285714285715,0.8,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.29411764705882354, 0.29411764705882354, 0.35294117647058826, 0.35294117647058826, 0.47058823529411764, 0.47058823529411764, 1.0]","[0.0, 0.05555555555555555, 0.7777777777777778, 0.7777777777777778, 0.8333333333333334, 0.8333333333333334, 0.8888888888888888, 0.8888888888888888, 0.9444444444444444, 0.9444444444444444, 1.0, 1.0]","[inf, 0.9995570778846741, 0.9039829969406128, 0.8978837728500366, 0.8807063102722168, 0.5756059885025024, 0.5584282875061035, 0.5569166541099548, 0.4773569107055664, 0.21636039018630981, 0.14935201406478882, 0.004994484595954418]",16,11,6,2
sample,Institute,41,Screen,0.95,0.8461538461538461,0.875,"[0.0, 0.0, 0.0, 0.4, 0.4, 1.0]","[0.0, 0.125, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9856287240982056, 0.6747111082077026, 0.4632801413536072, 0.4280562996864319, 0.01362342108041048]",7,4,1,1
sample,Institute,41,Day 0,0.84375,0.8333333333333334,0.875,"[0.0, 0.0, 0.0, 0.25, 0.25, 0.5, 0.5, 1.0]","[0.0, 0.125, 0.5, 0.5, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9767497777938843, 0.8266099691390991, 0.7582138776779175, 0.556955099105835, 0.28915658593177795, 0.19880464673042297, 0.014058317989110947]",7,3,1,1
sample,Institute,41,Adj Wk 1,0.9,0.8571428571428571,0.8888888888888888,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9264708757400513, 0.7634350657463074, 0.23925644159317017, 0.06596091389656067, 0.02256445400416851]",4,2,0,1
sample,Institute,41,Overall,0.9177489177489178,0.84375,0.8780487804878049,"[0.0, 0.0, 0.0, 0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.18181818181818182, 0.2727272727272727, 0.2727272727272727, 0.45454545454545453, 0.45454545454545453, 0.5454545454545454, 0.5454545454545454, 1.0]","[0.0, 0.047619047619047616, 0.6666666666666666, 0.6666666666666666, 0.8095238095238095, 0.8095238095238095, 0.8571428571428571, 0.8571428571428571, 0.9047619047619048, 0.9047619047619048, 0.9523809523809523, 0.9523809523809523, 1.0, 1.0]","[inf, 0.9856287240982056, 0.7634350657463074, 0.7582138776779175, 0.6242343187332153, 0.6203436255455017, 0.556955099105835, 0.4632801413536072, 0.4280562996864319, 0.23925644159317017, 0.19880464673042297, 0.11631365865468979, 0.06596091389656067, 0.01362342108041048]",18,9,2,3
sample,Institute,42,Screen,0.8857142857142857,0.75,0.8235294117647058,"[0.0, 0.0, 0.0, 0.4, 0.4, 1.0]","[0.0, 0.14285714285714285, 0.7142857142857143, 0.7142857142857143, 1.0, 1.0]","[inf, 0.9885511994361877, 0.8428117632865906, 0.6728510856628418, 0.6052604913711548, 0.014873703941702843]",7,2,3,0
sample,Institute,42,Day 0,0.8,0.6666666666666666,0.7142857142857143,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 0.6, 0.6, 1.0]","[0.0, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.7142857142857143, 0.7142857142857143, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9890216588973999, 0.9464861154556274, 0.857863187789917, 0.8081821203231812, 0.6320183873176575, 0.3447352945804596, 0.29135531187057495, 0.22754502296447754, 0.011753191240131855]",5,3,2,2
sample,Institute,42,Adj Wk 1,0.8666666666666667,0.875,0.8888888888888888,"[0.0, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9979066252708435, 0.6320331692695618, 0.39215320348739624, 0.19576764106750488, 0.031291522085666656]",4,3,0,1
sample,Institute,42,Overall,0.8461538461538461,0.75,0.8,"[0.0, 0.0, 0.0, 0.07692307692307693, 0.07692307692307693, 0.15384615384615385, 0.15384615384615385, 0.23076923076923078, 0.23076923076923078, 0.3076923076923077, 0.3076923076923077, 0.5384615384615384, 0.5384615384615384, 0.6153846153846154, 0.6153846153846154, 1.0]","[0.0, 0.05263157894736842, 0.47368421052631576, 0.47368421052631576, 0.631578947368421, 0.631578947368421, 0.6842105263157895, 0.6842105263157895, 0.7894736842105263, 0.7894736842105263, 0.8421052631578947, 0.8421052631578947, 0.8947368421052632, 0.8947368421052632, 1.0, 1.0]","[inf, 0.9979066252708435, 0.895162045955658, 0.857863187789917, 0.837030291557312, 0.8341230154037476, 0.8081821203231812, 0.6728510856628418, 0.6320331692695618, 0.6320183873176575, 0.6052604913711548, 0.39215320348739624, 0.3447352945804596, 0.29135531187057495, 0.19576764106750488, 0.011753191240131855]",16,8,5,3
sample,Institute,43,Screen,1.0,0.8,0.8571428571428571,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.16666666666666666, 1.0, 1.0]","[inf, 0.9987519979476929, 0.8998963832855225, 0.005621584132313728]",6,2,2,0
sample,Institute,43,Day 0,0.8333333333333334,0.7,0.7692307692307693,"[0.0, 0.0, 0.0, 0.25, 0.25, 0.5, 0.5, 1.0]","[0.0, 0.16666666666666666, 0.5, 0.5, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9994983077049255, 0.9825437068939209, 0.9253973364830017, 0.7976366281509399, 0.6522124409675598, 0.04304862394928932, 0.002429736079648137]",5,2,2,1
sample,Institute,43,Adj Wk 1,0.6666666666666666,0.6,0.6666666666666666,"[0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0]","[inf, 0.999592661857605, 0.7500667572021484, 0.16974681615829468, 0.07196518033742905]",2,1,1,1
sample,Institute,43,Overall,0.8799999999999999,0.72,0.7878787878787878,"[0.0, 0.0, 0.0, 0.1, 0.1, 0.2, 0.2, 0.6, 0.6, 1.0]","[0.0, 0.06666666666666667, 0.6, 0.6, 0.7333333333333333, 0.7333333333333333, 0.8666666666666667, 0.8666666666666667, 1.0, 1.0]","[inf, 0.999592661857605, 0.9794835448265076, 0.9253973364830017, 0.810551106929779, 0.7993503212928772, 0.7500667572021484, 0.16974681615829468, 0.04304862394928932, 0.002429736079648137]",13,5,5,2
sample,Institute,44,Screen,1.0,0.7692307692307693,0.8,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.16666666666666666, 1.0, 1.0]","[inf, 0.99891597032547, 0.8604117631912231, 0.0005590965738520026]",6,4,3,0
sample,Institute,44,Day 0,0.9,0.9090909090909091,0.9090909090909091,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 1.0]","[0.0, 0.2, 0.4, 0.4, 1.0, 1.0]","[inf, 0.9995083808898926, 0.9746676683425903, 0.9610797762870789, 0.7819992303848267, 0.0031733261421322823]",5,5,1,0
sample,Institute,44,Adj Wk 1,1.0,0.8571428571428571,0.8571428571428571,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9997511506080627, 0.969582736492157, 0.0007295252871699631]",3,3,1,0
sample,Institute,44,Overall,0.9747899159663865,0.8387096774193549,0.8484848484848485,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.11764705882352941, 1.0]","[0.0, 0.07142857142857142, 0.6428571428571429, 0.6428571428571429, 0.9285714285714286, 0.9285714285714286, 1.0, 1.0]","[inf, 0.9997511506080627, 0.969582736492157, 0.9610797762870789, 0.8604117631912231, 0.8349841833114624, 0.7819992303848267, 0.0005590965738520026]",14,12,5,0
sample,Institute,46,Screen,0.8666666666666667,0.7272727272727273,0.7272727272727273,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.2, 0.4, 0.4, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9964243769645691, 0.9344097375869751, 0.905987560749054, 0.8381951451301575, 0.7312953472137451, 0.4271295964717865, 0.003143161069601774]",4,4,2,1
sample,Institute,46,Day 0,0.9,0.7777777777777778,0.8,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.25, 0.5, 0.5, 1.0, 1.0]","[inf, 0.9622836709022522, 0.9543678164482117, 0.8796228766441345, 0.8254421353340149, 0.0022896367590874434]",4,3,2,0
sample,Institute,46,Adj Wk 1,1.0,1.0,1.0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.25, 1.0, 1.0]","[inf, 0.9993695020675659, 0.9406874775886536, 0.0024463078007102013]",4,3,0,0
sample,Institute,46,Overall,0.9340659340659341,0.8148148148148148,0.8275862068965517,"[0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 1.0]","[0.0, 0.07692307692307693, 0.6153846153846154, 0.6153846153846154, 0.9230769230769231, 0.9230769230769231, 1.0, 1.0]","[inf, 0.9993695020675659, 0.9344097375869751, 0.8796228766441345, 0.8254421353340149, 0.53031986951828, 0.4271295964717865, 0.0022896367590874434]",12,10,4,1
sample,Institute,47,Screen,1.0,0.9333333333333333,0.9411764705882353,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.125, 1.0, 1.0]","[inf, 0.9962528347969055, 0.7321951389312744, 0.010842237621545792]",8,6,1,0
sample,Institute,47,Day 0,0.9583333333333334,0.7857142857142857,0.8235294117647058,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.125, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9929307699203491, 0.938668429851532, 0.8701950311660767, 0.3236190974712372, 0.021204005926847458]",7,4,2,1
sample,Institute,47,Adj Wk 1,0.9,0.7777777777777778,0.8,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9967931509017944, 0.8799501061439514, 0.49915024638175964, 0.07458394020795822, 0.020228387787938118]",4,3,1,1
sample,Institute,47,Overall,0.9467787114845938,0.8421052631578947,0.8636363636363636,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.11764705882352941, 0.35294117647058826, 0.35294117647058826, 0.5882352941176471, 0.5882352941176471, 1.0]","[0.0, 0.047619047619047616, 0.8095238095238095, 0.8095238095238095, 0.8571428571428571, 0.8571428571428571, 0.9047619047619048, 0.9047619047619048, 0.9523809523809523, 0.9523809523809523, 1.0, 1.0]","[inf, 0.9967931509017944, 0.923721432685852, 0.920873761177063, 0.8799501061439514, 0.8701950311660767, 0.7321951389312744, 0.4302087426185608, 0.3236190974712372, 0.08355226367712021, 0.07458394020795822, 0.010842237621545792]",19,13,4,2
sample,Institute,48,Screen,0.9428571428571428,0.8333333333333334,0.875,"[0.0, 0.0, 0.0, 0.4, 0.4, 1.0]","[0.0, 0.14285714285714285, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.987750768661499, 0.8251338601112366, 0.6238147020339966, 0.5482354760169983, 0.0038081156089901924]",7,3,2,0
sample,Institute,48,Day 0,0.942857142857143,0.8333333333333334,0.8571428571428571,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.14285714285714285, 0.7142857142857143, 0.7142857142857143, 1.0, 1.0]","[inf, 0.9961274862289429, 0.8288958072662354, 0.6964900493621826, 0.11170975863933563, 0.008074430748820305]",6,4,1,1
sample,Institute,48,Adj Wk 1,0.8333333333333334,0.8571428571428571,0.8571428571428571,"[0.0, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.25, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9983241558074951, 0.9300451874732971, 0.24688656628131866, 0.030841363593935966, 0.003358274232596159]",3,3,0,1
sample,Institute,48,Overall,0.9230769230769231,0.8387096774193549,0.8648648648648649,"[0.0, 0.0, 0.0, 0.23076923076923078, 0.23076923076923078, 0.38461538461538464, 0.38461538461538464, 0.5384615384615384, 0.5384615384615384, 1.0]","[0.0, 0.05555555555555555, 0.7777777777777778, 0.7777777777777778, 0.8888888888888888, 0.8888888888888888, 0.9444444444444444, 0.9444444444444444, 1.0, 1.0]","[inf, 0.9983241558074951, 0.8251338601112366, 0.6238147020339966, 0.5482354760169983, 0.24688656628131866, 0.11170975863933563, 0.05121511593461037, 0.030841363593935966, 0.003358274232596159]",16,10,3,2
sample,Institute,49,Screen,0.9375,0.8571428571428571,0.8888888888888888,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.125, 0.75, 0.75, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9956430792808533, 0.8527283668518066, 0.8354537487030029, 0.8117892146110535, 0.7386553883552551, 0.6003352999687195, 0.0042463503777980804]",8,4,2,0
sample,Institute,49,Day 0,1.0,0.9166666666666666,0.9333333333333333,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.14285714285714285, 1.0, 1.0]","[inf, 0.9848911762237549, 0.6480334997177124, 0.02023366093635559]",7,4,1,0
sample,Institute,49,Adj Wk 1,1.0,0.875,0.8888888888888888,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.25, 1.0, 1.0]","[inf, 0.999385416507721, 0.7177020311355591, 0.006572222337126732]",4,3,1,0
sample,Institute,49,Overall,0.968421052631579,0.8823529411764706,0.9047619047619048,"[0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333, 1.0]","[0.0, 0.05263157894736842, 0.6842105263157895, 0.6842105263157895, 0.8421052631578947, 0.8421052631578947, 1.0, 1.0]","[inf, 0.999385416507721, 0.8527283668518066, 0.8354537487030029, 0.7668031454086304, 0.7386553883552551, 0.6003352999687195, 0.0042463503777980804]",19,11,4,0
sample,Institute,50,Screen,0.9444444444444444,0.8333333333333334,0.8333333333333334,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 1.0]","[0.0, 0.16666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9947695732116699, 0.8042670488357544, 0.6949173808097839, 0.16848823428153992, 0.004257182590663433]",5,5,1,1
sample,Institute,50,Day 0,0.9,0.7272727272727273,0.7272727272727273,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.16666666666666666, 0.5, 0.5, 1.0, 1.0]","[inf, 0.9986347556114197, 0.9846767783164978, 0.9780371189117432, 0.21411989629268646, 0.010734816081821918]",4,4,1,2
sample,Institute,50,Adj Wk 1,0.75,0.8571428571428571,0.8,"[0.0, 0.0, 0.0, 0.75, 0.75, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9950349926948547, 0.9930266737937927, 0.08764547854661942, 0.061385106295347214, 0.025402627885341644]",2,4,0,1
